-2.352844865837790400e-01,6.209100217756329670e-02
-2.284323984819448261e-01,1.611059421182066131e-01
-1.294248773589996571e-01,5.361123385110293516e-01
-2.149469380507879335e-01,1.377788900840984099e-01
-7.606360602685158234e-02,1.352892102849821976e-01
2.906888575096852612e-02,5.140165171272550459e-01
8.745756287731699941e-02,-1.599508367023388389e-01
-1.495863526022161473e-02,4.477898020534627765e-02
7.380266135322319232e-03,2.611820261802487719e-01
8.597553874566085663e-02,-4.935013599680625196e-02
